gene_id,SRR18885340,SRR18885341,SRR18885342,SRR18885343,SRR18885344,SRR18885345,SRR18885346,SRR18885347,SRR18885348,SRR18885349,SRR18885350,SRR18885351
ENSG00000204149.16|AGAP6,349,1105,703,856,1034,948,819,889,579,1027,1043,760
ENSG00000290956.1|FAM21EP,3,11,11,18,13,6,17,4,11,8,13,6
ENSG00000226631.1|SLC9A3P3,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000099290.17|WASHC2A,2796,3821,3596,3033,3650,3460,3042,3355,2898,3163,2893,3048
ENSG00000235618.9|FAM21EP,3,4,0,4,4,0,2,7,3,0,0,7
ENSG00000188611.17|ASAH2,368,392,338,302,412,357,350,273,518,362,546,510
ENSG00000225137.1|DYNC1I2P1,25,63,63,79,39,59,51,41,34,39,62,33
ENSG00000198964.14|SGMS1,3888,3912,4624,3958,5527,3893,4390,4549,4605,4017,4651,4206
ENSG00000225303.2|ENSG00000225303,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238523.1|RNU7-107P,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000286401.1|ENSG00000286401,3,6,6,4,3,2,5,3,12,4,0,6
ENSG00000279863.1|ENSG00000279863,18,56,22,38,16,21,7,17,18,34,16,22
ENSG00000231588.1|SHQ1P1,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000226200.7|SGMS1-AS1,224,307,220,275,363,331,292,386,413,455,492,400
ENSG00000231345.3|BEND3P1,500,597,625,477,683,512,472,542,609,556,654,722
ENSG00000232706.3|NUTM2HP,0,0,0,0,0,0,0,0,5,0,0,0
ENSG00000204147.11|ASAH2B,1164,1316,1484,1236,1487,1112,1106,1198,1777,1560,1737,1612
ENSG00000287221.1|ENSG00000287221,1,0,11,0,4,0,0,4,0,0,0,7
ENSG00000148584.16|A1CF,42,57,30,79,85,40,51,47,61,69,80,58
ENSG00000229711.1|ENSG00000229711,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223502.1|ENSG00000223502,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185532.20|PRKG1,27,26,68,22,29,40,19,20,30,25,39,18
ENSG00000231132.1|ENSG00000231132,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207813.1|MIR605,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235279.1|ENSG00000235279,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213659.4|RSU1P3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289270.1|ENSG00000289270,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177613.9|CSTF2T,3506,4113,3809,3498,5188,4336,4039,4025,3792,3549,4269,3398
ENSG00000289527.1|ENSG00000289527,1,0,1,1,1,0,0,0,0,0,0,0
ENSG00000236671.9|PRKG1-AS1,441,279,342,272,440,160,176,183,411,159,345,154
ENSG00000107984.10|DKK1,34289,17508,26573,19386,32676,11276,20378,15296,41079,21697,39396,22498
ENSG00000227972.1|THAP12P3,0,0,0,0,0,3,0,0,5,0,7,0
ENSG00000231131.10|LNCAROD,1395,1096,1975,1195,1670,951,1647,1243,1522,1552,2818,1617
ENSG00000165471.7|MBL2,5,0,0,0,0,0,0,0,8,0,0,0
ENSG00000150275.20|PCDH15,4,0,0,0,7,0,0,0,8,0,0,0
ENSG00000252252.1|RNU6-687P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234173.1|ENSG00000234173,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224697.1|NEFMP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221594.1|MIR548F1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236993.2|GAPDHP21,1,1,0,0,0,0,0,1,1,0,1,0
ENSG00000122952.17|ZWINT,6494,9001,8553,7025,9637,8607,8035,7417,6419,8198,9468,6882
ENSG00000287016.1|ENSG00000287016,10,22,13,15,18,14,13,8,19,19,28,8
ENSG00000180221.6|TPT1P10,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000151151.6|IPMK,2623,2810,2285,2399,3631,2814,2306,2917,3287,2778,2906,2649
ENSG00000122873.12|CISD1,2129,2717,2470,2521,2867,2233,2165,2231,3349,3188,3620,2742
ENSG00000228527.1|ENSG00000228527,6,11,0,0,4,0,0,7,5,4,4,1
ENSG00000072401.15|UBE2D1,2784,3880,3485,3139,4324,3854,3463,3582,3686,4038,3736,3385
ENSG00000108064.11|TFAM,8625,12349,10910,9681,7087,5730,6504,6788,10881,11860,11849,10803
ENSG00000122870.12|BICC1,18791,23134,12993,15118,19832,19096,11900,16822,21914,21407,15329,17257
ENSG00000183055.5|FAM133CP,6,10,3,4,8,7,2,4,6,2,16,2
ENSG00000226557.1|TRAF6P1,5,2,4,2,0,5,0,0,5,0,0,0
ENSG00000165443.12|PHYHIPL,221,109,102,119,227,79,87,75,130,111,54,41
ENSG00000148541.13|FAM13C,0,0,5,0,0,0,4,0,22,0,0,8
ENSG00000236556.1|ENSG00000236556,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287969.1|ENSG00000287969,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165449.12|SLC16A9,314,256,271,219,445,291,274,260,404,189,225,156
ENSG00000108091.11|CCDC6,9162,12522,11391,10352,13227,11912,11881,13200,9962,9742,11089,9582
ENSG00000202190.1|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282121.1|ENSG00000282121,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122872.8|ARL4AP1,0,0,0,0,0,0,0,0,2,1,1,0
ENSG00000151150.22|ANK3,2711,1248,1217,1348,3102,1365,1349,1851,2987,1385,1568,1787
ENSG00000232682.2|ENSG00000232682,35,23,36,29,26,20,36,19,32,21,48,39
ENSG00000170312.17|CDK1,10222,12713,11135,10128,8213,6876,6519,6652,6798,8401,8644,6227
ENSG00000227244.3|LINC00845,15,0,0,4,0,0,0,0,3,0,10,4
ENSG00000072422.17|RHOBTB1,6974,5418,3988,4445,7225,3987,3481,5170,7489,4159,4222,4370
ENSG00000223107.1|RNU2-72P,5,0,0,0,0,2,0,0,0,0,0,0
ENSG00000289989.1|ENSG00000289989,21,0,16,24,33,16,17,12,6,13,6,6
ENSG00000237233.2|TMEM26-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196932.12|TMEM26,59,26,47,34,45,35,16,52,367,179,156,266
ENSG00000272592.1|ENSG00000272592,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183346.9|CABCOCO1,94,44,77,49,66,40,66,67,215,66,48,85
ENSG00000150347.17|ARID5B,1147,919,647,723,1359,622,471,753,1383,846,613,968
ENSG00000182010.11|RTKN2,664,1097,575,813,1087,1372,714,1153,604,1235,756,767
ENSG00000288011.1|ENSG00000288011,0,6,0,0,0,0,0,0,0,0,0,0
ENSG00000240940.3|RN7SL591P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285837.1|ENSG00000285837,0,23,0,0,0,0,10,0,11,0,6,9
ENSG00000285551.2|LINC02929,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138311.18|ZNF365,168,352,248,229,167,402,292,378,374,781,632,564
ENSG00000238280.2|ENSG00000238280,11,8,12,0,7,23,5,3,0,2,4,3
ENSG00000234489.1|ALDH7A1P4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181915.5|ADO,3313,4048,4088,3758,4820,3862,4081,4652,2967,2785,3232,2837
ENSG00000122877.18|EGR2,6,0,18,6,0,6,0,3,5,15,0,16
ENSG00000148572.16|NRBF2,1984,2831,2723,2573,2341,1937,2214,2148,2612,2421,2823,2473
ENSG00000221063.3|MIR1296,0,2,0,0,0,0,0,0,0,0,0,2
ENSG00000235816.3|PRELID1P3,0,4,3,0,2,3,0,0,2,0,0,0
ENSG00000224412.1|ENSG00000224412,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000171988.20|JMJD1C,6496,7086,7921,6486,9353,7846,7179,8395,10568,8805,8881,9768
ENSG00000234369.1|TATDN1P1,4,10,8,13,0,6,10,3,11,7,6,2
ENSG00000270421.1|ENSG00000270421,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272767.1|JMJD1C-AS1,51,93,36,58,57,64,39,59,90,62,56,60
ENSG00000165476.14|REEP3,13145,11969,12808,11233,16427,10576,10775,12609,10747,7376,10190,8413
ENSG00000286373.1|ENSG00000286373,6,15,12,17,12,0,8,13,24,23,12,12
ENSG00000232075.1|MRPL35P2,4,4,0,0,0,3,3,1,3,2,8,4
ENSG00000228566.2|ENSG00000228566,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226426.1|ENSG00000226426,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233900.1|RPL17P35,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213609.3|RPL7AP50,34,31,38,27,27,30,13,25,23,36,46,23
ENSG00000235489.4|DBF4P1,24,36,23,28,20,34,29,33,31,30,30,36
ENSG00000282906.1|ENSG00000282906,0,0,4,2,8,6,3,0,0,0,0,0
ENSG00000228065.13|LINC01515,263,160,187,171,338,240,180,199,199,125,215,158
ENSG00000183230.18|CTNNA3,0,0,7,0,0,0,0,0,0,0,0,0
ENSG00000273360.1|ENSG00000273360,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277056.1|ENSG00000277056,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198739.11|LRRTM3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289325.1|ENSG00000289325,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225299.1|ENSG00000225299,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226448.1|RPL7AP51,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276866.1|MIR7151,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213606.3|AKR1B10P1,1228,814,907,936,1642,951,932,1187,1269,734,1183,916
ENSG00000225922.1|RPL21P92,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239942.2|RN7SL394P,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000237141.1|DNAJC19P1,0,0,0,0,0,4,0,0,0,0,0,3
ENSG00000108176.15|DNAJC12,6024,3594,3860,4642,8510,3798,3767,5402,12530,4489,7033,7434
ENSG00000212520.1|RNU6-1250P,2,0,0,0,0,2,0,0,0,0,0,0
ENSG00000272892.1|ENSG00000272892,7,43,32,12,22,25,9,25,37,33,19,13
ENSG00000096717.12|SIRT1,5943,5608,6098,5976,7479,5391,5300,6361,6321,5047,5309,5763
ENSG00000266467.2|RN7SL220P,0,4,0,0,0,0,3,0,0,1,0,1
ENSG00000236375.3|POU5F1P5,0,0,0,0,0,0,2,0,0,8,3,0
ENSG00000148634.16|HERC4,7966,11427,12206,8837,9345,10363,10596,9139,8591,8460,11078,8558
ENSG00000226318.1|RPS3AP38,16,13,16,9,29,7,5,6,35,15,24,14
ENSG00000138347.17|MYPN,164,596,532,369,257,548,613,476,160,458,426,317
ENSG00000222371.1|RN7SKP202,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000179774.9|ATOH7,6,4,3,4,5,21,9,5,12,5,0,0
ENSG00000108187.16|PBLD,1157,663,537,714,2265,995,861,1494,1794,850,711,844
ENSG00000096746.18|HNRNPH3,15977,22464,20172,18196,20612,18864,18516,17874,12125,12422,15931,11770
ENSG00000204130.14|RUFY2,2516,3836,3093,3004,3550,3477,2813,3370,3181,3089,3216,3097
ENSG00000199638.1|RNA5SP319,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000207438.1|Y_RNA,0,2,0,0,0,0,0,0,2,1,0,1
ENSG00000138346.15|DNA2,2866,4078,3376,2913,4154,3509,3372,3423,3153,3453,3495,2609
ENSG00000234806.1|RPL26P29,4,5,3,0,16,7,4,6,0,0,8,0
ENSG00000122912.15|SLC25A16,1206,1983,1481,1610,1737,1768,1482,1796,1907,2018,2071,2060
ENSG00000226493.1|RPL26P27,1,5,3,0,0,1,2,1,11,3,0,14
ENSG00000214881.4|TMEM14DP,3,0,0,0,4,4,2,0,0,0,2,0
ENSG00000213025.2|COX20P1,0,7,14,11,7,14,6,7,19,17,24,11
ENSG00000227583.1|RPS3AP37,0,0,0,4,0,2,0,0,4,0,0,0
ENSG00000138336.9|TET1,1035,1144,823,855,1560,1038,856,847,862,732,736,810
ENSG00000260400.1|ENSG00000260400,94,80,67,35,99,85,44,92,130,104,73,92
ENSG00000195401.2|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000060339.14|CCAR1,10586,16652,14964,13745,13830,13488,13451,13429,11113,13188,14850,12373
ENSG00000283551.1|SNORD98,13,11,11,7,6,9,12,12,6,7,14,4
ENSG00000221184.1|ENSG00000221184,9,15,11,8,14,12,8,13,13,15,7,14
ENSG00000165730.16|STOX1,379,403,332,290,446,360,277,335,613,393,530,328
ENSG00000200218.1|RNU6-697P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206855.1|RNU6-571P,0,0,0,1,3,0,0,2,0,2,0,0
ENSG00000165732.14|DDX21,29564,49319,45225,38392,40086,42900,40313,40291,33360,38051,41728,35871
ENSG00000107625.14|DDX50,5252,6269,6269,5477,6483,5145,5138,5658,7076,6857,7480,6738
ENSG00000198954.9|KIFBP,5303,6418,6138,5199,7253,5857,5888,5943,5954,5346,6089,5098
ENSG00000214875.2|MED28P1,0,0,0,3,0,0,2,0,0,0,4,7
ENSG00000229001.1|ACTBP14,7,0,0,0,0,0,0,0,0,4,0,0
ENSG00000274008.1|Metazoa_SRP,0,4,0,0,1,0,0,0,4,0,0,0
ENSG00000122862.5|SRGN,3536,3152,3467,2859,4837,2687,3779,3049,5163,3963,4697,3855
ENSG00000233163.1|RPS12P17,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000122958.15|VPS26A,7885,10752,9422,8906,10651,9596,8051,9272,8663,8679,9030,8243
ENSG00000156502.14|SUPV3L1,3010,3999,3608,3006,4404,3729,3446,3389,3061,3177,3594,2908
ENSG00000229261.1|ENSG00000229261,0,22,13,10,4,17,28,15,0,0,19,43
ENSG00000156510.13|HKDC1,4326,9166,7039,6332,6037,9200,6733,6670,5166,7706,6237,6530
ENSG00000231748.1|ENSG00000231748,5,7,14,5,0,6,11,0,0,6,7,0
ENSG00000156515.25|HK1,8500,8753,8696,7234,10127,6608,7807,6888,15556,12984,14640,12581
ENSG00000229197.1|RPS15AP28,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000075073.16|TACR2,29,13,11,8,36,48,9,21,28,26,8,23
ENSG00000233197.1|TMEM256P1,0,3,0,0,0,0,6,0,2,2,4,0
ENSG00000099282.10|TSPAN15,8126,10131,10141,9135,11034,10502,10251,10359,9496,10395,12319,10036
ENSG00000287306.1|ENSG00000287306,35,74,78,40,72,29,44,57,59,62,115,71
ENSG00000122859.5|NEUROG3,0,0,0,0,0,0,0,0,0,0,0,10
ENSG00000236154.3|ENSG00000236154,3,0,0,8,0,0,0,20,29,28,14,29
ENSG00000171224.9|FAM241B,1001,1324,1470,1169,1353,1142,1349,1372,1564,1581,1639,1628
ENSG00000197467.17|COL13A1,94,106,134,204,36,32,69,81,340,355,422,495
ENSG00000289193.2|ENSG00000289193,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000099284.15|MACROH2A2,4387,5916,4114,4229,5089,5241,4182,4644,4520,4185,4621,3818
ENSG00000079332.15|SAR1A,9105,11642,10826,10240,13073,10749,10513,11132,11411,11245,12051,11125
ENSG00000042286.15|AIFM2,5524,6178,6599,5797,6271,5153,5127,5427,8681,8294,8625,8328
ENSG00000156521.14|TYSND1,3583,4225,4013,3685,5342,4440,3820,4508,4389,3590,4070,3414
ENSG00000229097.1|CALM2P2,60,73,62,62,61,44,47,63,42,85,66,53
ENSG00000180817.12|PPA1,11282,16750,13937,13301,15138,14799,13305,13549,15104,15249,16490,14094
ENSG00000172731.15|LRRC20,2559,3126,2927,2724,3857,3262,3021,2869,2134,2124,2628,1882
ENSG00000148730.7|EIF4EBP2,11418,14208,11577,10746,17403,15624,11972,14036,4701,5355,5442,4718
ENSG00000280401.1|ENSG00000280401,0,37,29,14,11,6,6,18,4,9,2,25
ENSG00000156574.10|NODAL,12,18,23,10,21,14,9,13,13,29,35,31
ENSG00000107719.10|PALD1,1458,2027,1424,1453,1500,1389,1192,1116,2163,2206,1932,1641
ENSG00000180644.8|PRF1,0,0,0,0,12,0,0,0,0,0,0,0
ENSG00000230661.1|YY1P1,5,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138316.11|ADAMTS14,0,0,12,0,0,24,4,8,8,10,28,10
ENSG00000166224.18|SGPL1,9383,11690,9534,10157,15264,13665,11234,12602,7452,7937,8933,7402
ENSG00000289738.1|ENSG00000289738,0,0,8,0,0,0,0,0,13,0,4,0
ENSG00000259267.4|LINC02622,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285300.1|ENSG00000285300,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289739.1|ENSG00000289739,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166228.9|PCBD1,10119,12245,11012,10263,14468,12295,11519,11532,12124,9877,10776,9469
ENSG00000237512.7|UNC5B-AS1,0,0,0,7,0,0,0,0,0,0,0,9
ENSG00000107731.12|UNC5B,182,126,296,217,126,68,158,95,249,131,260,185
ENSG00000289607.2|ENSG00000289607,0,0,5,3,0,0,6,0,0,0,0,9
ENSG00000198246.10|SLC29A3,1349,1666,1511,1248,1585,1516,1471,1297,1675,1454,1624,1532
ENSG00000279406.1|ENSG00000279406,91,117,90,104,121,104,155,111,71,71,125,89
ENSG00000107736.22|CDH23,280,211,209,268,246,126,164,233,495,228,350,261
ENSG00000223817.1|CDH23-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289362.1|ENSG00000289362,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214688.6|C10orf105,0,0,0,0,0,0,0,0,7,0,0,0
ENSG00000274824.1|MIR7152,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107738.20|VSIR,1486,2388,3327,2119,1888,2101,2903,2391,1768,1559,2842,1797
ENSG00000238446.1|RNU7-38P,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000197746.15|PSAP,103702,107492,108685,99723,132923,98532,101310,105944,139112,103078,128444,112406
ENSG00000230526.1|ENSG00000230526,10,10,45,20,18,14,20,15,38,25,27,16
ENSG00000289592.2|ENSG00000289592,15,33,28,29,34,25,23,25,70,21,35,4
ENSG00000122863.6|CHST3,7068,10629,8315,7538,8357,9581,8055,8814,6339,7866,7347,6756
ENSG00000107742.14|SPOCK2,98,78,108,95,159,123,98,116,249,72,136,172
ENSG00000138303.18|ASCC1,4701,4285,4700,4240,6403,4474,5119,4894,7652,5351,6819,5617
ENSG00000200294.1|ENSG00000200294,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000226701.1|RPL15P14,2,4,6,4,2,2,3,0,5,2,1,0
ENSG00000166295.9|ANAPC16,7714,7402,7495,7200,9971,6870,7316,7846,11190,7920,10453,8421
ENSG00000200170.1|Y_RNA,8,3,6,3,10,13,9,10,9,8,7,3
ENSG00000168209.6|DDIT4,46723,23970,24311,27367,53153,19184,21224,28043,39070,17044,18673,22870
ENSG00000289506.2|ENSG00000289506,51,17,41,19,37,2,20,21,22,24,12,7
ENSG00000148719.16|DNAJB12,5852,7776,6918,6508,8398,7345,6905,7607,6616,6595,6936,6351
ENSG00000107745.20|MICU1,10799,9632,9430,9051,14875,8804,9387,10043,16030,10361,11579,11056
ENSG00000282915.1|ENSG00000282915,0,0,4,0,1,6,0,0,0,0,0,0
ENSG00000276531.1|SNX19P4,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000230609.1|ENSG00000230609,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000272536.2|RN7SL840P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202513.1|RNU6-805P,3,0,0,0,0,0,0,0,2,2,0,0
ENSG00000226163.1|ENSG00000226163,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000231471.1|HMGN2P34,2,0,0,0,0,0,3,0,0,0,0,0
ENSG00000266719.1|MIR4676,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279502.1|ENSG00000279502,0,0,7,0,0,0,0,3,0,3,12,3
ENSG00000156026.15|MCU,17886,11756,12864,12233,26102,11131,13778,15285,19890,10169,14240,12752
ENSG00000280166.1|ENSG00000280166,1,2,4,0,0,0,3,0,0,0,7,0
ENSG00000272627.1|ENSG00000272627,3,2,12,1,4,12,12,0,6,8,19,1
ENSG00000138315.13|OIT3,4,28,7,12,54,17,8,26,16,9,20,14
ENSG00000215086.2|NPM1P24,25,51,35,26,27,31,45,35,16,30,39,49
ENSG00000138308.6|PLA2G12B,7,0,0,0,0,0,3,0,0,0,4,5
ENSG00000122884.13|P4HA1,8442,5340,5398,5787,10817,4223,5087,5780,8084,3318,4306,4184
ENSG00000232646.1|ENSG00000232646,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237768.2|ENSG00000237768,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000166321.14|NUDT13,285,409,312,307,376,364,326,302,375,357,406,299
ENSG00000199201.1|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227382.1|EIF4A2P2,0,7,12,2,8,4,7,7,0,5,5,4
ENSG00000227540.1|DNAJC9-AS1,92,120,68,74,101,133,137,131,114,108,102,63
ENSG00000156042.19|CFAP70,41,82,38,53,64,42,58,65,61,88,82,65
ENSG00000200356.1|RNU6-833P,0,0,0,0,5,0,0,0,0,0,0,1
ENSG00000233144.1|ENSG00000233144,0,0,0,5,0,0,2,0,0,0,0,0
ENSG00000166343.10|MSS51,58,79,60,44,40,49,26,26,63,77,45,38
ENSG00000221817.12|PPP3CB-AS1,258,358,361,372,593,447,433,467,333,306,476,269
ENSG00000166348.20|USP54,2468,3208,2959,2426,2898,2773,2684,2666,2001,2129,2327,1905
ENSG00000207327.1|RNU6-883P,0,0,0,3,0,0,0,0,0,3,0,0
ENSG00000177791.12|MYOZ1,0,0,4,0,3,0,0,5,0,0,0,0
ENSG00000166317.12|SYNPO2L,0,0,23,30,0,0,0,0,0,3,24,10
ENSG00000271848.2|SYNPO2L-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213700.3|RPL17P50,41,9,8,17,39,14,18,8,13,11,9,17
ENSG00000201047.1|Y_RNA,2,0,0,0,0,1,0,0,0,4,0,0
ENSG00000272630.1|ENSG00000272630,36,19,19,29,22,13,27,31,24,12,34,60
ENSG00000272599.2|ENSG00000272599,69,131,149,120,137,172,127,174,144,149,123,127
ENSG00000221164.1|SNORA11F,28,31,41,26,43,38,40,34,28,23,37,38
ENSG00000122882.11|ECD,4085,4638,4772,4293,5464,4856,4365,4958,4937,4918,5132,4789
ENSG00000138286.15|FAM149B1,3475,4473,4037,3840,4307,3843,3646,3720,3643,3380,3916,3082
ENSG00000213551.7|DNAJC9,4189,7643,6665,5814,5028,5774,5341,5322,3802,6130,7015,4959
ENSG00000288559.1|ENSG00000288559,179,185,161,150,344,244,146,240,168,136,106,143
ENSG00000236756.4|DNAJC9-AS1,58,37,43,33,69,72,63,53,34,27,37,21
ENSG00000182180.14|MRPS16,9803,12621,11779,10932,13361,11871,11833,11122,10487,9989,12436,10298
ENSG00000207473.1|Y_RNA,2,0,0,0,0,0,0,0,1,0,0,0
ENSG00000138279.16|ANXA7,11365,14153,14856,12704,14991,12387,12844,12976,14481,13531,15345,13757
ENSG00000229659.1|RPL26P6,8,20,5,8,6,20,8,10,1,11,13,5
ENSG00000107758.16|PPP3CB,4500,4980,4687,4413,5442,4012,3794,4183,6475,5852,5498,5080
ENSG00000237139.1|RPS26P41,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268584.1|ENSG00000268584,16,44,59,54,72,57,53,48,59,53,47,21
ENSG00000272791.1|ENSG00000272791,17,25,24,16,35,30,13,25,8,13,14,29
ENSG00000172650.15|AGAP5,225,280,223,142,189,242,227,287,285,329,280,215
ENSG00000242288.9|BMS1P4-AGAP5,82,159,118,197,182,120,206,85,267,160,289,309
ENSG00000271816.1|BMS1P4,149,178,140,132,155,141,90,225,140,203,191,151
ENSG00000272140.2|ENSG00000272140,27,85,64,42,41,79,85,79,70,75,90,70
ENSG00000252072.1|RNA5SP320,1,0,1,0,1,0,2,0,1,0,0,0
ENSG00000290737.1|ENSG00000290737,33,102,82,45,72,128,95,77,33,107,63,38
ENSG00000242338.7|BMS1P4,2,14,10,10,4,10,2,8,7,6,11,7
ENSG00000291043.1|GLUD1P3,109,131,82,112,196,96,70,144,127,101,119,106
ENSG00000250959.5|GLUD1P3,2,3,5,4,11,7,14,4,5,13,3,2
ENSG00000235316.1|DUSP8P5,49,84,65,85,99,71,69,64,84,120,35,89
ENSG00000270808.1|ENSG00000270808,7,4,3,17,11,2,2,6,8,6,2,3
ENSG00000279088.2|ENSG00000279088,347,573,382,374,565,458,399,574,383,412,497,404
ENSG00000176986.16|SEC24C,12150,12451,12819,11224,16939,12263,12880,14054,17515,13856,16191,14318
ENSG00000279689.1|ENSG00000279689,3132,3191,3010,3056,3940,3260,3278,3671,3339,3252,3553,3175
ENSG00000196968.11|FUT11,1889,1667,1376,1534,2510,1456,1163,1520,1906,1329,1386,1509
ENSG00000288823.1|ENSG00000288823,133,124,99,124,122,137,127,182,67,97,134,139
ENSG00000172586.8|CHCHD1,2728,3008,2862,2799,3638,3497,2933,3277,3290,2704,3568,2804
ENSG00000214655.11|ZSWIM8,4617,5530,5452,5142,6790,5425,5302,6140,6751,6688,6417,6577
ENSG00000280238.1|ENSG00000280238,1,2,7,1,1,1,1,3,5,4,1,1
ENSG00000272916.5|ENSG00000272916,987,1589,857,1171,1176,702,545,723,1139,565,1489,846
ENSG00000272589.1|ZSWIM8-AS1,4,4,7,9,10,20,0,4,9,24,14,37
ENSG00000166507.19|NDST2,876,720,1105,850,1396,1322,1169,1239,920,1385,647,1106
ENSG00000224195.1|CAMK2G-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148660.22|CAMK2G,3725,5663,4512,4686,4774,5269,4559,5076,2598,3079,3890,2939
ENSG00000229990.3|ENSG00000229990,10,10,8,16,0,20,0,0,11,16,4,10
ENSG00000122861.16|PLAU,6014,26116,27509,22352,8144,22870,22918,22847,9725,25153,28747,28169
ENSG00000222047.9|C10orf55,173,608,586,409,203,672,395,467,205,519,524,752
ENSG00000156110.15|ADK,2692,4246,3592,3216,3175,3854,3414,3477,3207,3870,3843,2996
ENSG00000236900.1|TIMM9P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214629.3|RPSAP6,0,0,4,1,1,0,0,0,0,0,0,0
ENSG00000213731.2|RAB5CP1,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000206756.1|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271710.1|NDUFA8P1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000214626.2|POLR3DP1,0,0,0,0,0,7,0,0,2,0,0,0
ENSG00000035403.18|VCL,23331,47229,34675,31112,27953,38257,32631,32854,31096,51470,45588,38393
ENSG00000225761.1|ENSG00000225761,8,0,0,0,3,5,0,2,0,3,3,1
ENSG00000185009.13|AP3M1,9038,9679,10534,8589,11419,8866,9077,9218,8862,8073,9294,7728
ENSG00000232342.7|ENSG00000232342,2,0,1,1,1,6,3,3,3,4,10,1
ENSG00000226253.1|MRPL35P3,6,3,5,15,5,0,2,2,10,0,3,4
ENSG00000156650.14|KAT6B,1588,1711,1673,1520,1825,1513,1522,1514,1257,1043,1355,1071
ENSG00000234149.1|ENSG00000234149,0,0,0,0,0,0,0,0,0,0,0,0
